"id","code","name","user_type_id:id","reconcile","chart_template_id:id"
"a_x_201_01_002","201.01.002","EDC","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_003","201.01.003","MEBEL DAN ALAT TULIS KANTOR","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_004","201.01.004","PERALATAN KANTOR","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_005","201.01.005","MPOS","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_006","201.01.006","ASET PENGAMPUNAN PAJAK","l10n_id_mpn_chart.data_account_type_aset_pengampunan_pajak",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_007","201.01.007","MESIN GRG","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_008","201.01.008","TMD","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_01_009","201.01.009","RENOVASI BANGUNAN","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_201_02_001","201.02.001","SOFTWARE","l10n_id_mpn_chart.data_account_type_aset_tidak_berwujud",FALSE,"l10n_id_mpn_chart"
"a_x_211_01_001","211.01.001","AKUMULASI PENYUSUTAN KOMPUTER","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_211_01_002","211.01.002","AKUMULASI PENYUSUTAN EDC","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_211_01_003","211.01.003","AKUMULASI PENYUSUTAN MEBEL DAN ATK","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_211_01_004","211.01.004","AKUMULASI PERALATAN KANTOR","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
"a_x_211_01_005","211.01.005","AKUMULASI MPOS","l10n_id_mpn_chart.data_account_type_aset_tetap",FALSE,"l10n_id_mpn_chart"
